M/Z,Intensity
53.247238,5.8705882
53.401207,5.8784314
53.555398,5.8784314
53.709811,5.8745098
53.864446,5.8705882
54.019304,5.8666667
54.174384,5.8588235
54.329686,5.8588235
54.485211,5.8666667
54.640958,5.8705882
54.796927,5.8666667
54.953119,5.8627451
55.109532,5.8666667
55.266168,5.8705882
55.423027,5.8705882
55.580107,5.8705882
55.73741,5.8745098
55.894935,5.8823529
56.052683,5.8862745
56.210652,5.8862745
56.368844,5.8823529
56.527259,5.8823529
56.685895,5.8823529
56.844754,5.8823529
57.003835,5.8784314
57.163139,5.8784314
57.322665,5.8823529
57.482413,5.8784314
57.642383,5.8823529
57.802576,5.8784314
57.96299,5.8666667
58.123628,5.8705882
58.284487,5.8705882
58.445569,5.8705882
58.606873,5.8627451
58.768399,5.8666667
58.930148,5.8705882
59.092119,5.8745098
59.254312,5.8784314
59.416727,5.8823529
59.579365,5.8784314
59.742225,5.8784314
59.905307,5.8745098
60.068612,5.8784314
60.232139,5.8784314
60.395888,5.8784314
60.559859,5.8784314
60.724053,5.8823529
60.888469,5.8823529
61.053107,5.8745098
61.217968,5.8784314
61.383051,5.8784314
61.548356,5.8823529
61.713883,5.8823529
61.879633,5.8823529
62.045605,5.8784314
62.211799,5.8745098
62.378216,5.8666667
62.544855,5.8588235
62.711716,5.8666667
62.878799,5.8666667
63.046105,5.8705882
63.213633,5.8745098
63.381383,5.8745098
63.549356,5.8784314
63.717551,5.8784314
63.885968,5.8745098
64.054607,5.8705882
64.223469,5.8705882
64.392553,5.8705882
64.561859,5.8705882
64.731388,5.8745098
64.901138,5.8745098
65.071112,5.8784314
65.241307,5.8745098
65.411725,5.8745098
65.582365,5.8784314
65.753227,5.8784314
65.924312,5.8823529
66.095618,5.8784314
66.267147,5.8745098
66.438899,5.8784314
66.610873,5.8666667
66.783069,5.8745098
66.955487,5.8745098
67.128127,5.8784314
67.30099,5.8745098
67.474075,5.9529412
67.647383,5.9019608
67.820912,5.8784314
67.994664,5.8705882
68.168639,5.9882348
68.342835,5.9098039
68.517254,5.8862745
68.691895,5.8745098
68.866759,5.8745098
69.041844,5.8784314
69.217152,5.8745098
69.392682,5.8745098
69.568435,5.8745098
69.74441,5.8784314
69.920607,5.8823529
70.097026,5.8823529
70.273668,5.8745098
70.450532,5.8784314
70.627618,5.8784314
70.804927,5.8784314
70.982458,5.8745098
71.160211,5.8705882
71.338186,5.8666667
71.516384,5.8705882
71.694804,5.8627451
71.873446,5.8627451
72.05231,5.8666667
72.231397,5.8666667
72.410706,5.8745098
72.590238,5.8705882
72.769991,5.8784314
72.949967,5.8784314
73.130166,5.8745098
73.310586,5.8745098
73.491229,5.8666667
73.672094,5.8745098
73.853181,5.8745098
74.034491,5.8784314
74.216023,5.8784314
74.397777,5.8784314
74.579754,5.8745098
74.761952,5.8745098
74.944374,5.8784314
75.127017,5.8705882
75.309883,5.8745098
75.492971,5.8705882
75.676281,5.8666667
75.859813,5.8627451
76.043568,5.8588235
76.227545,5.8627451
76.411745,5.8666667
76.596166,5.8666667
76.78081,5.8745098
76.965676,5.8784314
77.150765,5.8784314
77.336076,5.8784314
77.521609,5.8705882
77.707364,5.8745098
77.893342,5.8745098
78.079542,5.8745098
78.265964,5.8784314
78.452608,5.8784314
78.639475,5.8823529
78.826564,5.8823529
79.013876,5.8784314
79.201409,5.8745098
79.389165,5.8705882
79.577143,5.8666667
79.765344,5.8666667
79.953767,5.8705882
80.142412,5.8784314
80.331279,5.8784314
80.520369,5.8784314
80.709681,5.8745098
80.899215,5.8745098
81.088971,5.8745098
81.27895,5.8705882
81.469151,5.8745098
81.659574,5.8784314
81.85022,5.8823529
82.041088,5.8823529
82.232178,5.8745098
82.423491,5.8705882
82.615025,5.8666667
82.806783,5.8705882
82.998762,5.8705882
83.190963,5.8901961
83.383387,5.8784314
83.576034,5.8705882
83.768902,5.8784314
83.961993,5.8784314
84.155306,5.8823529
84.348841,5.8745098
84.542599,5.8784314
84.736579,5.8823529
84.930781,5.8823529
85.125205,5.8823529
85.319852,5.8823529
85.514721,5.8666667
85.709813,5.8666667
85.905126,5.8745098
86.100662,5.8901961
86.29642,5.8784314
86.492401,5.8745098
86.688603,5.8705882
86.885028,5.8705882
87.081676,5.8823529
87.278545,5.8745098
87.475637,5.8862745
87.672952,5.8862745
87.870488,5.8862745
88.068247,5.8784314
88.266228,5.8705882
88.464431,5.8705882
88.662857,5.8784314
88.861505,5.8745098
89.060375,5.8745098
89.259467,5.8823529
89.458782,5.8823529
89.658319,5.8784314
89.858078,5.8745098
90.05806,5.9019608
90.258264,5.8823529
90.45869,5.8784314
90.659338,5.8705882
90.860209,5.8666667
91.061302,5.8666667
91.262617,5.8745098
91.464155,5.8784314
91.665915,5.8784314
91.867897,5.8705882
92.070102,5.8627451
92.272528,5.854902
92.475177,5.854902
92.678049,5.8705882
92.881142,5.8745098
93.084458,5.8745098
93.287996,5.8666667
93.491757,5.8588235
93.695739,5.8509804
93.899944,5.8509804
94.104372,5.8745098
94.309021,5.8823529
94.513893,5.8862745
94.718987,5.8784314
94.924304,5.8666667
95.129842,5.8627451
95.335603,5.9098034
95.541587,5.8588235
95.747792,5.8666667
95.95422,5.8705882
96.16087,5.8705882
96.367743,5.8705882
96.574837,5.8588235
96.782154,5.8666667
96.989694,5.8627451
97.197455,5.8666667
97.405439,5.8705882
97.613645,5.8705882
97.822074,5.8705882
98.030724,5.8705882
98.239597,5.8627451
98.448693,5.8666667
98.65801,5.8666667
98.86755,5.8745098
99.077312,5.8745098
99.287297,5.8784314
99.497503,5.8823529
99.707932,5.8784314
99.918584,5.8784314
100.12946,5.8705882
100.34055,5.8745098
100.55187,5.8784314
100.76341,5.8784314
100.97517,5.8784314
101.18716,5.8784314
101.39937,5.8745098
101.6118,5.8705882
101.82445,5.8745098
102.03732,5.8627451
