M/Z,Intensity
85.125205,5.8784319
85.319852,5.9725485
85.514721,5.8823529
85.709813,5.8666667
85.905126,5.8784314
86.100662,5.8705882
86.29642,5.8745098
86.492401,5.8784314
86.688603,5.8666667
86.885028,5.8627451
87.081676,5.8745098
87.278545,5.8666667
87.475637,5.8705882
87.672952,5.8705882
87.870488,5.8823529
88.068247,5.8823529
88.266228,5.8823529
88.464431,5.8823529
88.662857,5.8823529
88.861505,5.8823529
89.060375,5.8823529
89.259467,5.8823529
89.458782,5.8862745
89.658319,5.8862745
89.858078,5.8823529
90.05806,5.8823529
90.258264,5.8823529
90.45869,5.8823529
90.659338,5.9333329
90.860209,5.8901961
91.061302,5.8823529
91.262617,5.8784314
91.464155,5.8784319
91.665915,5.9843132
91.867897,5.9019608
92.070102,5.8705882
92.272528,5.8588235
92.475177,5.8627451
92.678049,5.8745098
92.881142,5.8666667
93.084458,5.8627451
93.287996,5.8705882
93.491757,5.8784314
93.695739,5.8745098
93.899944,5.8745098
94.104372,5.8705882
94.309021,5.913725
94.513893,5.8862745
94.718987,5.8862745
94.924304,5.8745098
95.129842,5.8705882
95.335603,5.8745098
95.541587,5.8823529
95.747792,5.8823529
95.95422,5.8784314
96.16087,5.8745098
96.367743,5.8745098
96.574837,5.8745098
96.782154,5.8745098
96.989694,5.8705882
97.197455,5.8666671
97.405439,5.9764696
97.613645,5.886275
97.822074,5.8745098
98.030724,5.8823529
98.239597,5.8784314
98.448693,5.8745098
98.65801,5.8745098
98.86755,5.8745098
99.077312,5.8745098
99.287297,5.8745098
99.497503,5.8745098
99.707932,5.8784319
99.918584,5.9490191
100.12946,5.8862745
100.34055,5.8784314
100.55187,5.8705882
100.76341,5.8745098
100.97517,5.8627451
101.18716,5.8666667
101.39937,5.8588235
101.6118,5.8627451
101.82445,5.8705882
102.03732,5.8745098
102.25042,5.8745098
102.46374,5.8745098
102.67728,5.8745098
102.89104,5.8745098
103.10503,5.8627451
103.31923,5.8627451
103.53366,5.8705882
103.74832,5.8745098
103.96319,5.8705882
104.17829,5.8823529
104.39361,5.8745098
104.60915,5.8745098
104.82491,5.8784314
105.0409,5.8784314
105.25711,5.8784314
105.47354,5.8784314
105.69019,5.8705882
105.90707,5.8745098
106.12416,5.8705882
106.34148,5.8705882
106.55903,5.8627456
106.77679,5.9019603
106.99478,5.8784314
107.21299,5.8705882
107.43142,5.8705882
107.65007,5.8705882
107.86895,5.8705882
108.08805,5.8784314
108.30737,5.8745098
108.52691,5.8627451
108.74667,5.8705882
108.96666,5.8705882
109.18687,5.8745098
109.4073,5.8745098
109.62796,5.8784314
109.84883,5.8784314
110.06993,5.8784314
110.29125,5.8823529
110.5128,5.8745098
110.73456,5.8745098
110.95655,5.8784314
111.17876,5.8745098
111.40119,5.8784314
111.62385,5.8784314
111.84672,5.8823529
112.06982,5.8823529
112.29314,5.8745098
112.51669,5.8745098
112.74045,5.8823529
112.96444,5.8745098
113.18865,5.8705882
113.41309,5.8705882
113.63774,5.8823529
113.86262,5.8823529
114.08772,5.8823529
114.31304,5.8745098
114.53858,5.8705882
114.76435,5.854902
114.99034,5.8509804
115.21655,5.8588235
115.44298,5.8705882
115.66964,5.854902
115.89652,5.8588235
116.12362,5.8705882
116.35094,5.8823529
116.57849,5.8745098
116.80625,5.8745098
117.03424,5.8823529
117.26246,5.8823529
117.49089,5.8745098
117.71955,5.8784314
117.94842,5.8901961
118.17753,5.8823529
118.40685,5.8823529
118.63639,5.8862745
118.86616,5.8823529
119.09615,5.8745098
119.32636,5.8705882
119.5568,5.8745098
119.78746,5.8784314
120.01833,5.8745098
120.24944,5.8705882
120.48076,5.8784314
120.71231,5.8823529
120.94407,5.8784314
121.17607,5.8745098
121.40828,5.8745103
121.64071,5.913725
121.87337,5.8627456
122.10625,5.8666667
122.33935,5.8784314
122.57268,5.8823529
122.80622,5.8823529
123.03999,5.8784314
123.27398,5.8823529
123.5082,5.8745098
123.74263,5.8666667
123.97729,5.8588235
124.21217,5.8666667
124.44727,5.8745098
124.6826,5.8784314
124.91815,5.8784314
125.15392,5.8784314
125.38991,5.8705882
125.62612,5.8784314
125.86256,5.8666667
126.09922,5.8705882
126.3361,5.8705882
126.5732,5.8862745
126.81053,5.8784314
127.04807,5.8784314
127.28584,5.8784319
127.52384,5.9607829
127.76205,5.8901966
128.00049,5.8823529
128.23915,5.8862745
128.47803,5.8745103
128.71713,5.8901961
128.95646,5.8823534
129.19601,5.9058819
129.43578,5.8823529
129.67577,5.8784314
129.91598,5.8705882
130.15642,5.8784314
130.39708,5.8784314
130.63796,5.8784314
130.87907,5.8784319
131.12039,5.9058819
131.36194,5.8745103
131.60371,5.8784314
131.84571,5.8862745
132.08792,5.8705882
132.33036,5.8745098
132.57302,5.8784314
132.81591,5.8745098
133.05901,5.854902
133.30234,5.8588235
133.54589,5.8627456
133.78966,5.909803
134.03365,5.8705887
134.27787,5.8705882
134.52231,5.8705882
134.76697,5.8705882
135.01185,5.8745098
135.25696,5.8745098
135.50228,5.8784314
135.74783,5.8745108
135.99361,5.9529397
136.2396,5.9176471
136.48582,5.8823534
136.73226,5.8823529
136.97892,5.8705882
137.2258,5.858824
137.47291,5.886274
137.72024,5.8901966
137.96779,5.9294108
138.21556,5.886275
138.46356,5.8901961
138.71177,5.8745098
138.96021,5.8705882
139.20887,5.8705882
139.45776,5.8784314
139.70687,5.8784314
139.95619,5.8823529
140.20575,5.8823529
140.45552,5.8784314
140.70551,5.8745098
140.95573,5.8784314
141.20617,5.8823529
141.45684,5.8823529
141.70772,5.8823529
141.95883,5.8823529
142.21016,5.8901961
142.46171,5.8980387
142.71348,5.8823534
142.96548,5.9019603
143.2177,5.8823529
143.47014,5.8784314
143.7228,5.8823534
143.97569,5.913725
144.22879,5.9019608
144.48212,5.8862745
144.73568,5.8823529
144.98945,5.8862745
145.24345,5.8784314
145.49767,5.8784314
145.75211,5.8784314
146.00677,5.886274
146.26166,5.8705906
146.51677,6.0313687
146.7721,5.9137264
147.02765,5.8823534
147.28343,5.8705882
147.53942,5.8705882
147.79564,5.8823525
148.05208,5.8705882
148.30875,5.858824
148.56564,5.8784309
148.82274,5.8784314
149.08008,5.8784314
149.33763,5.8745098
149.5954,5.8745098
149.8534,5.8745098
150.11162,5.8627451
150.37006,5.8588235
150.62873,5.8705887
150.88762,5.9137241
151.14673,5.8705892
151.40606,5.8784314
151.66561,5.886274
151.92539,5.8745098
152.18539,5.8509809
152.44561,5.8509804
152.70605,5.8666662
152.96672,5.8627451
153.2276,5.8666667
153.48871,5.8588235
153.75005,5.8666667
154.0116,5.8666667
154.27338,5.8627451
154.53538,5.8627451
154.7976,5.8666667
155.06004,5.8627451
155.32271,5.8705892
155.5856,5.937253
155.84871,5.8745117
156.11204,5.937253
156.37559,5.8941181
156.63937,5.8745103
156.90337,5.8862745
157.16759,5.8901956
157.43204,5.8784319
157.6967,5.9019598
157.96159,5.8784314
158.2267,5.8666667
158.49204,5.8666667
158.75759,5.8666667
159.02337,5.8784314
159.28937,5.8784319
159.55559,5.8980387
