M/Z,Intensity
58.123628,5.8784314
58.284487,5.8745098
58.445569,5.8588235
58.606873,5.8627451
58.768399,5.8705882
58.930148,5.8745098
59.092119,5.8705882
59.254312,5.8666667
59.416727,5.8588235
59.579365,5.8627451
59.742225,5.8705882
59.905307,5.8745098
60.068612,5.8784314
60.232139,5.8784314
60.395888,5.8784314
60.559859,5.8823529
60.724053,5.8823529
60.888469,5.8823529
61.053107,5.8823529
61.217968,5.8823529
61.383051,5.8823529
61.548356,5.8784314
61.713883,5.8784314
61.879633,5.8823529
62.045605,5.8784314
62.211799,5.8705882
62.378216,5.8588235
62.544855,5.8666667
62.711716,5.8666667
62.878799,5.8588235
63.046105,5.8627451
63.213633,5.8705882
63.381383,5.8784314
63.549356,5.8784314
63.717551,5.8784314
63.885968,5.8823529
64.054607,5.8823529
64.223469,5.8823529
64.392553,5.8823529
64.561859,5.8823529
64.731388,5.8823529
64.901138,5.8823529
65.071112,5.8823529
65.241307,5.8823529
65.411725,5.8823529
65.582365,5.8823529
65.753227,5.8784314
65.924312,5.8784314
66.095618,5.8823529
66.267147,5.8823529
66.438899,5.8784314
66.610873,5.8784314
66.783069,5.8784314
66.955487,5.8784314
67.128127,5.8784314
67.30099,5.8784314
67.474075,5.8784314
67.647383,5.8784314
67.820912,5.8745098
67.994664,5.8666667
68.168639,5.8588235
68.342835,5.8627451
68.517254,5.8745098
68.691895,5.8823529
68.866759,5.8823529
69.041844,5.8823529
69.217152,5.8980392
69.392682,5.8745098
69.568435,5.8745098
69.74441,5.8745098
69.920607,5.8745098
70.097026,5.8784314
70.273668,5.8823529
70.450532,5.8823529
70.627618,5.8784314
70.804927,5.8823529
70.982458,5.8823529
71.160211,5.8745098
71.338186,5.8745098
71.516384,5.8666667
71.694804,5.8666667
71.873446,5.8705882
72.05231,5.8784314
72.231397,5.8862745
72.410706,5.8823529
72.590238,5.8745098
72.769991,5.8666667
72.949967,5.8705882
73.130166,5.8745098
73.310586,5.8705882
73.491229,5.8784314
73.672094,5.8862745
73.853181,5.8862745
74.034491,5.8823529
74.216023,5.8745098
74.397777,5.8745098
74.579754,5.8784314
74.761952,5.8823529
74.944374,5.8823529
75.127017,5.8784314
75.309883,5.8745098
75.492971,5.8745098
75.676281,5.8666667
75.859813,5.8627451
76.043568,5.8627451
76.227545,5.8588235
76.411745,5.8784314
76.596166,5.8784314
76.78081,5.8823529
76.965676,5.8627451
77.150765,5.8627451
77.336076,5.8666667
77.521609,5.8666667
77.707364,5.8666667
77.893342,5.8666667
78.079542,5.8705882
78.265964,5.8784314
78.452608,5.8784314
78.639475,5.8745098
78.826564,5.8705882
79.013876,5.8627451
79.201409,5.8588235
79.389165,5.8705882
79.577143,5.8705882
79.765344,5.8784314
79.953767,5.8745098
80.142412,5.8745098
80.331279,5.8784314
80.520369,5.8745103
80.709681,5.9764701
80.899215,5.8784314
81.088971,5.8666667
81.27895,5.8745098
81.469151,5.8745098
81.659574,5.8784314
81.85022,5.8705882
82.041088,5.8745098
82.232178,5.8784314
82.423491,5.9215686
82.615025,5.8784314
82.806783,5.8745098
82.998762,5.8862745
83.190963,5.8823529
83.383387,5.8823529
83.576034,5.8823529
83.768902,5.8784314
83.961993,5.8745098
84.155306,5.8784314
84.348841,5.8784314
84.542599,5.9137255
84.736579,5.8862745
84.930781,5.8823529
85.125205,5.8745098
85.319852,5.8745098
85.514721,5.9176471
85.709813,5.9058824
85.905126,5.8784314
86.100662,5.8666667
86.29642,5.8823529
86.492401,5.8745103
86.688603,5.9529407
86.885028,5.8862745
87.081676,5.8745098
87.278545,5.8627451
87.475637,5.8745098
87.672952,5.9215686
87.870488,5.9568627
88.068247,5.9725485
88.266228,5.8941176
88.464431,5.8941176
88.662857,5.8784314
88.861505,5.8784314
89.060375,5.8784314
89.259467,5.8823529
89.458782,5.8823529
89.658319,5.8705882
89.858078,5.8666667
90.05806,5.8627451
90.258264,5.8627451
90.45869,5.8588235
90.659338,5.8705882
90.860209,5.8745098
91.061302,5.8745098
91.262617,5.8901961
91.464155,5.8941176
91.665915,5.8784314
91.867897,5.8784314
92.070102,5.8823529
92.272528,5.8823529
92.475177,5.8823534
92.678049,6.0196069
92.881142,5.9058828
93.084458,5.8784314
93.287996,5.8666676
93.491757,6.0784299
93.695739,5.9019613
93.899944,5.8823529
94.104372,5.8862745
94.309021,5.8784314
94.513893,5.8784314
94.718987,5.8784314
94.924304,5.8823529
95.129842,5.8784314
95.335603,5.8745098
95.541587,5.9019608
95.747792,5.886275
95.95422,5.9725485
96.16087,5.8941181
96.367743,5.9137255
96.574837,5.886275
96.782154,5.9490191
96.989694,5.8823534
97.197455,5.8784314
97.405439,5.8901961
97.613645,5.8745103
97.822074,5.941176
98.030724,5.8784319
98.239597,5.8901961
98.448693,5.854902
98.65801,5.8470588
98.86755,5.8666667
99.077312,5.8666667
99.287297,5.8745098
99.497503,5.8705882
99.707932,5.8823529
99.918584,5.8823529
100.12946,5.8823529
100.34055,5.8823529
100.55187,5.8823529
100.76341,5.8784314
100.97517,5.8862745
101.18716,5.8980392
101.39937,5.8705882
